INFO 2025-10-27 13:53:19,769 autoreload 33276 7692 Watching for file changes with StatReloader
WARNING 2025-10-28 17:55:22,630 log 2856 18856 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 17:55:22,630 basehttp 2856 7868 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-28 17:55:22,630 basehttp 2856 18856 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
INFO 2025-10-28 17:59:28,354 autoreload 2856 15232 C:\Users\USER\Desktop\projects\pipeline_monit\server\monitoring\admin.py changed, reloading.
INFO 2025-10-28 17:59:29,178 autoreload 29068 11624 Watching for file changes with StatReloader
INFO 2025-10-29 09:25:43,036 autoreload 23340 12036 Watching for file changes with StatReloader
WARNING 2025-10-29 09:25:47,651 log 23340 27656 Not Found: /
WARNING 2025-10-29 09:25:47,651 basehttp 23340 27656 "GET / HTTP/1.1" 404 3629
WARNING 2025-10-29 09:25:48,021 log 23340 24268 Not Found: /favicon.ico
WARNING 2025-10-29 09:25:48,021 basehttp 23340 24268 "GET /favicon.ico HTTP/1.1" 404 3680
INFO 2025-10-29 09:25:48,704 basehttp 23340 25396 "OPTIONS /api/auth/users/me/ HTTP/1.1" 200 0
INFO 2025-10-29 09:25:48,704 basehttp 23340 10956 "OPTIONS /api/auth/users/me/ HTTP/1.1" 200 0
INFO 2025-10-29 09:25:48,706 basehttp 23340 25396 "OPTIONS /api/auth/users/me/ HTTP/1.1" 200 0
INFO 2025-10-29 09:25:48,706 basehttp 23340 10956 "OPTIONS /api/auth/users/me/ HTTP/1.1" 200 0
INFO 2025-10-29 09:25:48,787 basehttp 23340 25396 "OPTIONS /api/dashboard/recent-activity/ HTTP/1.1" 200 0
INFO 2025-10-29 09:25:48,787 basehttp 23340 1876 "OPTIONS /api/dashboard/pipeline-health/ HTTP/1.1" 200 0
INFO 2025-10-29 09:25:48,787 basehttp 23340 10956 "OPTIONS /api/dashboard/stats/ HTTP/1.1" 200 0
INFO 2025-10-29 09:25:48,787 basehttp 23340 10700 "OPTIONS /api/dashboard/stats/ HTTP/1.1" 200 0
INFO 2025-10-29 09:25:48,787 basehttp 23340 25396 "OPTIONS /api/alerts/active/ HTTP/1.1" 200 0
INFO 2025-10-29 09:25:48,787 basehttp 23340 1876 "OPTIONS /api/pipelines/ HTTP/1.1" 200 0
INFO 2025-10-29 09:25:48,787 basehttp 23340 10956 "OPTIONS /api/dashboard/recent-activity/ HTTP/1.1" 200 0
INFO 2025-10-29 09:25:48,787 basehttp 23340 10700 "OPTIONS /api/dashboard/pipeline-health/ HTTP/1.1" 200 0
INFO 2025-10-29 09:25:48,787 basehttp 23340 25396 "OPTIONS /api/alerts/active/ HTTP/1.1" 200 0
INFO 2025-10-29 09:25:48,803 basehttp 23340 10956 "OPTIONS /api/pipelines/ HTTP/1.1" 200 0
WARNING 2025-10-29 09:25:48,819 log 23340 10700 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-29 09:25:48,819 log 23340 10956 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-29 09:25:48,819 basehttp 23340 10700 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
WARNING 2025-10-29 09:25:48,819 basehttp 23340 10956 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-29 09:25:48,819 log 23340 10956 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-29 09:25:48,819 basehttp 23340 10956 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
WARNING 2025-10-29 09:25:48,835 log 23340 10956 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-29 09:25:48,835 basehttp 23340 10956 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-29 09:25:49,081 log 23340 1876 Unauthorized: /api/pipelines/
WARNING 2025-10-29 09:25:49,082 log 23340 25396 Unauthorized: /api/alerts/active/
WARNING 2025-10-29 09:25:49,082 log 23340 10700 Unauthorized: /api/dashboard/stats/
WARNING 2025-10-29 09:25:49,082 basehttp 23340 1876 "GET /api/pipelines/ HTTP/1.1" 401 172
WARNING 2025-10-29 09:25:49,084 log 23340 1876 Unauthorized: /api/pipelines/
WARNING 2025-10-29 09:25:49,084 basehttp 23340 10700 "GET /api/dashboard/stats/ HTTP/1.1" 401 172
WARNING 2025-10-29 09:25:49,085 basehttp 23340 25396 "GET /api/alerts/active/ HTTP/1.1" 401 172
WARNING 2025-10-29 09:25:49,086 log 23340 10700 Unauthorized: /api/dashboard/stats/
WARNING 2025-10-29 09:25:49,087 log 23340 25396 Unauthorized: /api/alerts/active/
WARNING 2025-10-29 09:25:49,087 basehttp 23340 1876 "GET /api/pipelines/ HTTP/1.1" 401 172
INFO 2025-10-29 09:25:49,087 basehttp 23340 10956 "OPTIONS /api/auth/jwt/refresh/ HTTP/1.1" 200 0
WARNING 2025-10-29 09:25:49,087 basehttp 23340 10700 "GET /api/dashboard/stats/ HTTP/1.1" 401 172
WARNING 2025-10-29 09:25:49,087 basehttp 23340 25396 "GET /api/alerts/active/ HTTP/1.1" 401 172
INFO 2025-10-29 09:25:49,087 basehttp 23340 10956 "OPTIONS /api/auth/jwt/refresh/ HTTP/1.1" 200 0
INFO 2025-10-29 09:25:49,139 basehttp 23340 27568 "POST /api/auth/jwt/refresh/ HTTP/1.1" 200 489
INFO 2025-10-29 09:25:49,157 basehttp 23340 25396 "POST /api/auth/jwt/refresh/ HTTP/1.1" 200 489
INFO 2025-10-29 09:25:49,157 basehttp 23340 10956 "POST /api/auth/jwt/refresh/ HTTP/1.1" 200 489
INFO 2025-10-29 09:25:49,157 basehttp 23340 22948 "POST /api/auth/jwt/refresh/ HTTP/1.1" 200 489
INFO 2025-10-29 09:25:49,158 basehttp 23340 10700 "POST /api/auth/jwt/refresh/ HTTP/1.1" 200 489
INFO 2025-10-29 09:25:49,159 basehttp 23340 1876 "POST /api/auth/jwt/refresh/ HTTP/1.1" 200 489
INFO 2025-10-29 09:25:49,204 basehttp 23340 10700 "GET /api/dashboard/stats/ HTTP/1.1" 200 190
INFO 2025-10-29 09:25:49,232 basehttp 23340 1876 "GET /api/pipelines/ HTTP/1.1" 200 409
INFO 2025-10-29 09:25:49,251 basehttp 23340 10956 "GET /api/dashboard/stats/ HTTP/1.1" 200 190
INFO 2025-10-29 09:25:49,254 basehttp 23340 10700 "GET /api/pipelines/ HTTP/1.1" 200 409
INFO 2025-10-29 09:25:49,286 basehttp 23340 27568 "GET /api/alerts/active/ HTTP/1.1" 200 2
INFO 2025-10-29 09:25:49,321 basehttp 23340 10700 "GET /api/alerts/active/ HTTP/1.1" 200 2
INFO 2025-10-29 09:26:07,208 basehttp 23340 28668 "GET /admin/monitoring/pipelinesegment/ HTTP/1.1" 302 0
INFO 2025-10-29 09:26:07,304 basehttp 23340 28668 "GET /admin/login/?next=/admin/monitoring/pipelinesegment/ HTTP/1.1" 200 4237
INFO 2025-10-29 09:26:08,914 basehttp 23340 28668 "GET /admin/monitoring/analysisresult/ HTTP/1.1" 302 0
INFO 2025-10-29 09:26:08,914 basehttp 23340 28668 "GET /admin/login/?next=/admin/monitoring/analysisresult/ HTTP/1.1" 200 4235
INFO 2025-10-29 09:26:38,120 basehttp 23340 30432 "GET /api/auth/users/me/ HTTP/1.1" 200 207
INFO 2025-10-29 09:26:38,152 basehttp 23340 30432 "GET /api/auth/users/me/ HTTP/1.1" 200 207
INFO 2025-10-29 09:26:38,220 basehttp 23340 30432 "GET /api/dashboard/stats/ HTTP/1.1" 200 190
WARNING 2025-10-29 09:26:38,236 log 23340 30432 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-29 09:26:38,236 basehttp 23340 30432 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-29 09:26:38,248 log 23340 30432 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-29 09:26:38,248 basehttp 23340 30432 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
INFO 2025-10-29 09:26:38,270 basehttp 23340 30432 "GET /api/alerts/active/ HTTP/1.1" 200 2
INFO 2025-10-29 09:26:38,304 basehttp 23340 30432 "GET /api/pipelines/ HTTP/1.1" 200 409
WARNING 2025-10-29 09:26:39,255 log 23340 30432 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-29 09:26:39,270 log 23340 10028 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-29 09:26:39,270 basehttp 23340 30432 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-29 09:26:39,270 basehttp 23340 10028 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
INFO 2025-10-29 09:26:54,663 basehttp 23340 28668 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-10-29 09:26:54,669 basehttp 23340 28668 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4183
INFO 2025-10-29 09:26:54,689 basehttp 23340 14136 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-10-29 09:26:54,691 basehttp 23340 28668 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-10-29 09:26:54,693 basehttp 23340 15456 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-10-29 09:26:54,695 basehttp 23340 28144 "GET /static/admin/css/login.css HTTP/1.1" 304 0
INFO 2025-10-29 09:26:54,695 basehttp 23340 22384 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-10-29 09:26:54,697 basehttp 23340 28596 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-10-29 09:26:54,699 basehttp 23340 28596 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
ERROR 2025-10-29 09:27:08,319 log 23340 28596 Internal Server Error: /admin/login/
Traceback (most recent call last):
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\redis\connection.py", line 855, in connect_check_health
    sock = self.retry.call_with_retry(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\redis\retry.py", line 116, in call_with_retry
    return do()
           ^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\redis\connection.py", line 856, in <lambda>
    lambda: self._connect(), lambda error: self.disconnect(error)
            ^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\redis\connection.py", line 1306, in _connect
    raise err
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\redis\connection.py", line 1290, in _connect
    sock.connect(socket_address)
ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\views\decorators\cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\admin\sites.py", line 449, in login
    return LoginView.as_view(**defaults)(request)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\views\generic\base.py", line 105, in view
    return self.dispatch(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\views\decorators\debug.py", line 143, in sensitive_post_parameters_wrapper
    return view(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\views\decorators\cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\auth\views.py", line 89, in dispatch
    return super().dispatch(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\views\generic\base.py", line 144, in dispatch
    return handler(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\views\generic\edit.py", line 151, in post
    return self.form_valid(form)
           ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\auth\views.py", line 108, in form_valid
    auth_login(self.request, form.get_user())
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\auth\__init__.py", line 187, in login
    request.session.cycle_key()
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\sessions\backends\base.py", line 432, in cycle_key
    self.create()
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\sessions\backends\cache.py", line 55, in create
    self._session_key = self._get_new_session_key()
                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\sessions\backends\base.py", line 196, in _get_new_session_key
    if not self.exists(session_key):
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\contrib\sessions\backends\cache.py", line 117, in exists
    bool(session_key) and (self.cache_key_prefix + session_key) in self._cache
                          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\core\cache\backends\base.py", line 301, in __contains__
    return self.has_key(key)
           ^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\core\cache\backends\redis.py", line 211, in has_key
    return self._cache.has_key(key)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\django\core\cache\backends\redis.py", line 131, in has_key
    return bool(client.exists(key))
                ^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\redis\commands\core.py", line 1741, in exists
    return self.execute_command("EXISTS", *names, keys=names)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\redis\client.py", line 657, in execute_command
    return self._execute_command(*args, **options)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\redis\client.py", line 663, in _execute_command
    conn = self.connection or pool.get_connection()
                              ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\redis\utils.py", line 196, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\redis\connection.py", line 2601, in get_connection
    connection.connect()
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\redis\connection.py", line 846, in connect
    self.connect_check_health(check_health=True)
  File "C:\Users\USER\.virtualenvs\server--0qGR1Gj\Lib\site-packages\redis\connection.py", line 863, in connect_check_health
    raise ConnectionError(self._error_message(e))
redis.exceptions.ConnectionError: Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.
ERROR 2025-10-29 09:27:08,342 basehttp 23340 28596 "POST /admin/login/?next=/admin/ HTTP/1.1" 500 245457
INFO 2025-10-29 09:30:09,127 basehttp 23340 17748 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-10-29 09:30:09,133 basehttp 23340 17748 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4183
INFO 2025-10-29 09:30:37,764 basehttp 23340 17748 "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4360
INFO 2025-10-29 09:30:43,265 basehttp 23340 17748 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2025-10-29 09:30:43,371 basehttp 23340 17748 "GET /admin/ HTTP/1.1" 200 16041
INFO 2025-10-29 09:30:43,509 basehttp 23340 17748 "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2025-10-29 09:30:43,525 basehttp 23340 17748 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2025-10-29 09:30:43,525 basehttp 23340 22652 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2025-10-29 09:30:50,147 basehttp 23340 22652 "GET /admin/monitoring/systemsettings/ HTTP/1.1" 200 13645
INFO 2025-10-29 09:30:50,179 basehttp 23340 22652 "GET /static/admin/css/changelists.css HTTP/1.1" 200 6878
INFO 2025-10-29 09:30:50,192 basehttp 23340 28748 "GET /static/admin/js/core.js HTTP/1.1" 200 6208
INFO 2025-10-29 09:30:50,194 basehttp 23340 11412 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 9777
INFO 2025-10-29 09:30:50,196 basehttp 23340 19048 "GET /static/admin/js/actions.js HTTP/1.1" 200 8076
INFO 2025-10-29 09:30:50,196 basehttp 23340 28052 "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2025-10-29 09:30:50,209 basehttp 23340 22652 "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887
INFO 2025-10-29 09:30:50,210 basehttp 23340 28748 "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2025-10-29 09:30:50,214 basehttp 23340 17748 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 285314
INFO 2025-10-29 09:30:50,230 basehttp 23340 17748 "GET /static/admin/js/filters.js HTTP/1.1" 200 978
INFO 2025-10-29 09:30:50,279 basehttp 23340 11412 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 325171
INFO 2025-10-29 09:30:50,304 basehttp 23340 11412 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
INFO 2025-10-29 09:30:51,101 basehttp 23340 11412 "GET /admin/monitoring/satelliteimage/ HTTP/1.1" 200 18657
INFO 2025-10-29 09:30:51,132 basehttp 23340 17748 "GET /static/admin/img/search.svg HTTP/1.1" 200 458
INFO 2025-10-29 09:30:51,180 basehttp 23340 11412 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-29 09:30:51,201 basehttp 23340 17748 "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 200 1097
INFO 2025-10-29 09:30:51,201 basehttp 23340 11412 "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 200 581
INFO 2025-10-29 09:30:58,881 basehttp 23340 11412 "POST /admin/monitoring/satelliteimage/ HTTP/1.1" 200 14050
INFO 2025-10-29 09:30:58,890 basehttp 23340 11412 "GET /static/admin/js/cancel.js HTTP/1.1" 304 0
INFO 2025-10-29 09:31:00,011 basehttp 23340 11412 "POST /admin/monitoring/satelliteimage/ HTTP/1.1" 302 0
INFO 2025-10-29 09:31:00,082 basehttp 23340 11412 "GET /admin/monitoring/satelliteimage/ HTTP/1.1" 200 16206
INFO 2025-10-29 09:31:00,223 basehttp 23340 11412 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-29 09:31:00,235 basehttp 23340 11412 "GET /static/admin/img/icon-yes.svg HTTP/1.1" 304 0
INFO 2025-10-29 09:31:02,698 basehttp 23340 11412 "GET /admin/monitoring/pipeline/ HTTP/1.1" 200 18332
INFO 2025-10-29 09:31:02,742 basehttp 23340 11412 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-29 09:31:08,248 basehttp 23340 11412 "POST /admin/monitoring/pipeline/ HTTP/1.1" 200 14018
INFO 2025-10-29 09:31:09,259 basehttp 23340 11412 "POST /admin/monitoring/pipeline/ HTTP/1.1" 302 0
INFO 2025-10-29 09:31:09,317 basehttp 23340 11412 "GET /admin/monitoring/pipeline/ HTTP/1.1" 200 16103
INFO 2025-10-29 09:31:09,394 basehttp 23340 11412 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-29 09:31:12,898 basehttp 23340 30364 "GET /admin/monitoring/pipelinesegment/ HTTP/1.1" 200 15465
INFO 2025-10-29 09:31:12,957 basehttp 23340 30364 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-29 09:31:15,033 basehttp 23340 30364 "GET /admin/monitoring/monitoringconfiguration/ HTTP/1.1" 200 15428
INFO 2025-10-29 09:31:15,090 basehttp 23340 30364 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-29 09:31:16,417 basehttp 23340 30364 "GET /admin/monitoring/monitoringalert/ HTTP/1.1" 200 15928
INFO 2025-10-29 09:31:16,471 basehttp 23340 30364 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-29 09:31:17,567 basehttp 23340 30364 "GET /admin/monitoring/analysisresult/ HTTP/1.1" 200 16227
INFO 2025-10-29 09:31:17,622 basehttp 23340 30364 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-29 09:31:18,799 basehttp 23340 30364 "GET /admin/monitoring/activitylog/ HTTP/1.1" 200 16957
INFO 2025-10-29 09:31:18,863 basehttp 23340 30364 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-29 09:31:25,823 basehttp 23340 19020 "GET /api/auth/users/me/ HTTP/1.1" 200 207
INFO 2025-10-29 09:31:25,865 basehttp 23340 19020 "GET /api/auth/users/me/ HTTP/1.1" 200 207
INFO 2025-10-29 09:31:25,918 basehttp 23340 19020 "GET /api/dashboard/stats/ HTTP/1.1" 200 165
WARNING 2025-10-29 09:31:25,927 log 23340 19020 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-29 09:31:25,929 basehttp 23340 19020 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-29 09:31:25,938 log 23340 19020 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-29 09:31:25,938 basehttp 23340 19020 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
INFO 2025-10-29 09:31:25,978 basehttp 23340 19020 "GET /api/alerts/active/ HTTP/1.1" 200 2
INFO 2025-10-29 09:31:26,015 basehttp 23340 19020 "GET /api/pipelines/ HTTP/1.1" 200 52
WARNING 2025-10-29 09:31:26,986 log 23340 19020 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-29 09:31:26,986 log 23340 13004 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-29 09:31:26,997 basehttp 23340 13004 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
WARNING 2025-10-29 09:31:26,997 basehttp 23340 19020 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-29 09:32:13,078 log 23340 30364 Unauthorized: /api/dashboard/stats/
WARNING 2025-10-29 09:32:13,078 basehttp 23340 30364 "GET /api/dashboard/stats/ HTTP/1.1" 401 58
WARNING 2025-10-29 09:33:11,474 log 23340 30364 Not Found: /auth/users
WARNING 2025-10-29 09:33:11,474 basehttp 23340 30364 "GET /auth/users HTTP/1.1" 404 3677
INFO 2025-10-29 09:33:28,161 basehttp 23340 30364 "GET /api/auth/users HTTP/1.1" 301 0
WARNING 2025-10-29 09:33:28,167 log 23340 19824 Unauthorized: /api/auth/users/
WARNING 2025-10-29 09:33:28,167 basehttp 23340 19824 "GET /api/auth/users/ HTTP/1.1" 401 58
INFO 2025-10-29 09:34:10,886 autoreload 23340 12036 C:\Users\USER\Desktop\projects\pipeline_monit\server\user\views.py changed, reloading.
INFO 2025-10-29 09:34:11,630 autoreload 26228 3316 Watching for file changes with StatReloader
INFO 2025-10-29 09:34:16,207 autoreload 26228 3316 C:\Users\USER\Desktop\projects\pipeline_monit\server\user\urls.py changed, reloading.
INFO 2025-10-29 09:34:16,763 autoreload 25908 29568 Watching for file changes with StatReloader
INFO 2025-10-29 09:34:39,977 autoreload 25908 29568 C:\Users\USER\Desktop\projects\pipeline_monit\server\pipeline_monitoring\urls.py changed, reloading.
INFO 2025-10-29 09:34:40,623 autoreload 28184 11540 Watching for file changes with StatReloader
INFO 2025-10-29 09:34:57,186 autoreload 28184 11540 C:\Users\USER\Desktop\projects\pipeline_monit\server\pipeline_monitoring\urls.py changed, reloading.
INFO 2025-10-29 09:34:57,880 autoreload 31140 14932 Watching for file changes with StatReloader
INFO 2025-10-29 09:44:17,279 autoreload 12132 14348 Watching for file changes with StatReloader
WARNING 2025-10-29 09:44:22,154 log 12132 31828 Unauthorized: /api/auth/users/
WARNING 2025-10-29 09:44:22,162 basehttp 12132 31828 "GET /api/auth/users/ HTTP/1.1" 401 58
WARNING 2025-10-29 09:44:23,937 log 12132 31828 Unauthorized: /api/auth/users/
WARNING 2025-10-29 09:44:23,937 basehttp 12132 31828 "GET /api/auth/users/ HTTP/1.1" 401 58
INFO 2025-10-29 09:44:50,726 autoreload 12132 14348 C:\Users\USER\Desktop\projects\pipeline_monit\server\pipeline_monitoring\settings.py changed, reloading.
INFO 2025-10-29 09:44:51,384 autoreload 13340 12184 Watching for file changes with StatReloader
